data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-12-21,PA,082035,Ficarazzi,38.089272,13.46891,,,,,85,15,15,208,1,294,555,294,,,,
2020-12-22,PA,082035,Ficarazzi,38.089272,13.46891,,,,,81,-4,1,211,3,295,566,295,,,,
2020-12-25,PA,082035,Ficarazzi,38.089272,13.46891,,,,,69,-12,5,228,3,300,579,300,,,,
2020-12-28,PA,082035,Ficarazzi,38.089272,13.46891,,,,,61,-8,4,239,4,304,589,304,,,,
2020-12-30,PA,082035,Ficarazzi,38.089272,13.46891,,,,,68,7,12,244,4,316,609,316,,,,
2020-12-31,PA,082035,Ficarazzi,38.089272,13.46891,,,,,69,1,2,245,4,318,611,318,,,,
2021-01-01,PA,082035,Ficarazzi,38.089272,13.46891,,,,,69,0,0,245,4,318,641,318,,,,
2021-01-03,PA,082035,Ficarazzi,38.089272,13.46891,,,,,78,9,10,246,4,328,653,328,,,,
2021-01-06,PA,082035,Ficarazzi,38.089272,13.46891,,,,,62,-16,11,273,4,339,681,339,,,,
2021-01-08,PA,082035,Ficarazzi,38.089272,13.46891,,,,,61,-1,9,283,4,348,718,348,,,,
2021-01-10,PA,082035,Ficarazzi,38.089272,13.46891,,,,,65,4,5,284,4,353,722,353,,,,
2021-01-11,PA,082035,Ficarazzi,38.089272,13.46891,,,,,90,25,28,287,4,381,730,381,,,,
2021-01-12,PA,082035,Ficarazzi,38.089272,13.46891,,,,,89,-1,0,288,4,381,733,381,,,,
2021-01-13,PA,082035,Ficarazzi,38.089272,13.46891,,,,,84,-5,2,295,4,383,742,383,,,,
2021-01-14,PA,082035,Ficarazzi,38.089272,13.46891,,,,,85,1,2,296,4,385,767,385,,,,
2021-01-15,PA,082035,Ficarazzi,38.089272,13.46891,,,,,89,4,5,297,4,390,776,390,,,,
2021-01-16,PA,082035,Ficarazzi,38.089272,13.46891,,,,,94,5,5,297,4,395,796,395,,,,
2021-01-18,PA,082035,Ficarazzi,38.089272,13.46891,,,,,117,23,23,297,4,418,802,418,,,,
2021-01-19,PA,082035,Ficarazzi,38.089272,13.46891,,,,,125,8,8,297,4,426,806,426,,,,
2021-01-20,PA,082035,Ficarazzi,38.089272,13.46891,,,,,128,3,3,297,4,429,818,429,,,,
2021-01-21,PA,082035,Ficarazzi,38.089272,13.46891,,,,,128,0,0,297,4,429,829,429,,,,
2021-01-22,PA,082035,Ficarazzi,38.089272,13.46891,,,,,129,1,1,297,4,430,842,430,,,,
2021-01-23,PA,082035,Ficarazzi,38.089272,13.46891,,,,,119,-10,5,312,4,435,858,435,,,,
2021-01-25,PA,082035,Ficarazzi,38.089272,13.46891,,,,,119,0,0,312,4,435,859,435,,,,
2021-01-26,PA,082035,Ficarazzi,38.089272,13.46891,,,,,119,0,9,321,4,444,863,444,,,,
2021-01-27,PA,082035,Ficarazzi,38.089272,13.46891,,,,,104,-15,4,340,4,448,893,448,,,,
2021-01-28,PA,082035,Ficarazzi,38.089272,13.46891,,,,,96,-8,0,348,4,448,907,448,,,,
2021-01-29,PA,082035,Ficarazzi,38.089272,13.46891,,,,,90,-6,1,355,4,449,924,449,,,,
2021-01-30,PA,082035,Ficarazzi,38.089272,13.46891,,,,,92,2,2,355,4,451,929,451,,,,
2021-02-01,PA,082035,Ficarazzi,38.089272,13.46891,,,,,84,-8,5,368,4,456,931,456,,,,
2021-02-02,PA,082035,Ficarazzi,38.089272,13.46891,,,,,95,11,23,380,4,479,934,479,,,,
2021-02-03,PA,082035,Ficarazzi,38.089272,13.46891,,,,,92,-3,1,384,4,480,935,480,,,,
2021-02-05,PA,082035,Ficarazzi,38.089272,13.46891,,,,,85,-7,0,391,4,480,970,480,,,,
2021-02-06,PA,082035,Ficarazzi,38.089272,13.46891,,,,,88,3,6,394,4,486,981,486,,,,
2021-02-08,PA,082035,Ficarazzi,38.089272,13.46891,,,,,85,-3,10,407,4,496,988,496,,,,
2021-02-09,PA,082035,Ficarazzi,38.089272,13.46891,,,,,89,4,4,408,4,500,992,500,,,,
2021-02-10,PA,082035,Ficarazzi,38.089272,13.46891,,,,,84,-5,0,412,4,500,1002,500,,,,Rettificato numero totale_positivi (-1) per via dell'inserimento di un paziente con residenza errata.
2021-02-11,PA,082035,Ficarazzi,38.089272,13.46891,,,,,74,-10,3,425,4,503,1023,503,,,,
2021-02-12,PA,082035,Ficarazzi,38.089272,13.46891,,,,,82,8,11,428,4,514,1023,514,,,,
2021-02-13,PA,082035,Ficarazzi,38.089272,13.46891,,,,,83,1,1,428,4,515,1024,515,,,,
2021-02-15,PA,082035,Ficarazzi,38.089272,13.46891,,,,,76,-7,6,441,4,521,1045,521,,,,
2021-02-16,PA,082035,Ficarazzi,38.089272,13.46891,,,,,75,-1,0,442,4,521,1053,521,,,,
2021-02-17,PA,082035,Ficarazzi,38.089272,13.46891,,,,,79,4,5,443,4,526,1062,526,,,,
2021-02-18,PA,082035,Ficarazzi,38.089272,13.46891,,,,,78,-1,0,444,4,526,1075,526,,,,
2021-02-19,PA,082035,Ficarazzi,38.089272,13.46891,,,,,62,-16,0,460,4,526,1076,526,,,,
2021-02-20,PA,082035,Ficarazzi,38.089272,13.46891,,,,,68,6,6,460,4,532,1088,532,,,,
2021-02-22,PA,082035,Ficarazzi,38.089272,13.46891,,,,,54,-14,0,473,4,532,1093,532,,,,Rettificato numero totale_positivi (+1) per via del doppio inserimento di un paziente in data 20210220.
2021-02-23,PA,082035,Ficarazzi,38.089272,13.46891,,,,,53,-1,0,474,4,531,1097,531,,,,
2021-02-24,PA,082035,Ficarazzi,38.089272,13.46891,,,,,44,-9,0,483,4,531,1102,531,,,,
2021-02-27,PA,082035,Ficarazzi,38.089272,13.46891,,,,,50,6,10,487,4,541,1123,541,,,,
2021-03-01,PA,082035,Ficarazzi,38.089272,13.46891,,,,,44,-6,1,494,4,542,1131,542,,,,
2021-03-03,PA,082035,Ficarazzi,38.089272,13.46891,,,,,43,-1,2,497,4,544,1136,544,,,,
2021-03-06,PA,082035,Ficarazzi,38.089272,13.46891,,,,,45,2,3,498,4,547,1146,547,,,,
2021-03-09,PA,082035,Ficarazzi,38.089272,13.46891,,,,,48,3,8,503,4,555,1179,555,,,,
2021-03-10,PA,082035,Ficarazzi,38.089272,13.46891,,,,,58,10,10,503,4,565,1179,565,,,,
2021-03-11,PA,082035,Ficarazzi,38.089272,13.46891,,,,,60,2,2,503,4,567,1182,567,,,,
2021-03-13,PA,082035,Ficarazzi,38.089272,13.46891,,,,,61,1,2,504,4,569,1195,569,,,,
2021-03-15,PA,082035,Ficarazzi,38.089272,13.46891,,,,,67,6,9,507,4,578,1200,578,,,,
2021-03-16,PA,082035,Ficarazzi,38.089272,13.46891,,,,,67,0,0,507,4,578,1206,578,,,,
2021-03-17,PA,082035,Ficarazzi,38.089272,13.46891,,,,,68,1,2,508,4,580,1215,580,,,,
2021-03-20,PA,082035,Ficarazzi,38.089272,13.46891,,,,,65,-3,7,518,4,587,1235,587,,,,
2021-03-22,PA,082035,Ficarazzi,38.089272,13.46891,,,,,65,0,0,518,4,587,1239,587,,,,
2021-03-24,PA,082035,Ficarazzi,38.089272,13.46891,,,,,75,10,14,522,4,601,1250,601,,,,
2021-03-28,PA,082035,Ficarazzi,38.089272,13.46891,,,9,68,77,2,2,522,4,603,1259,603,,,,
2021-03-29,PA,082035,Ficarazzi,38.089272,13.46891,,,9,70,79,2,10,530,4,613,1281,613,Corretto conteggio tamponi giornalieri con date_tamponi dal db al giorno precedente,,,
2021-03-30,PA,082035,Ficarazzi,38.089272,13.46891,,,9,73,82,3,3,530,4,616,1287,616,,,,
2021-03-31,PA,082035,Ficarazzi,38.089272,13.46891,,,9,76,85,3,4,531,4,620,1295,620,,,,
2021-04-01,PA,082035,Ficarazzi,38.089272,13.46891,,,9,74,83,-2,4,537,4,624,1301,624,,,,
2021-04-02,PA,082035,Ficarazzi,38.089272,13.46891,,,9,82,91,8,8,537,4,632,1312,632,,,,
2021-04-03,PA,082035,Ficarazzi,38.089272,13.46891,,,9,82,91,0,1,538,4,633,1314,633,,,,
2021-04-04,PA,082035,Ficarazzi,38.089272,13.46891,,,9,82,91,0,0,538,4,633,1314,633,,,,
2021-04-05,PA,082035,Ficarazzi,38.089272,13.46891,,,9,82,91,0,0,538,4,633,1314,633,,,,
2021-04-06,PA,082035,Ficarazzi,38.089272,13.46891,,,10,85,95,4,5,539,4,638,1326,638,,,,
2021-04-07,PA,082035,Ficarazzi,38.089272,13.46891,,,10,85,95,0,2,541,4,640,1338,640,,,,
2021-04-08,PA,082035,Ficarazzi,38.089272,13.46891,,,10,87,97,2,5,544,4,645,1349,645,,,,
2021-04-09,PA,082035,Ficarazzi,38.089272,13.46891,,,10,80,90,-7,13,564,4,658,1368,658,,,,
2021-04-10,PA,082035,Ficarazzi,38.089272,13.46891,,,10,80,90,0,0,564,4,658,1368,658,,,,
2021-04-11,PA,082035,Ficarazzi,38.089272,13.46891,,,10,82,92,2,4,566,4,662,1381,662,,,,
2021-04-12,PA,082035,Ficarazzi,38.089272,13.46891,,,10,88,98,6,6,566,4,668,1392,668,,,,
2021-04-13,PA,082035,Ficarazzi,38.089272,13.46891,,,10,81,91,-7,0,573,4,668,1395,668,,,,
2021-04-14,PA,082035,Ficarazzi,38.089272,13.46891,,,10,81,91,0,0,573,4,668,1395,668,,,,
2021-04-15,PA,082035,Ficarazzi,38.089272,13.46891,,,10,76,86,-5,3,581,4,671,1403,671,,,,
2021-04-16,PA,082035,Ficarazzi,38.089272,13.46891,,,8,60,68,-18,0,599,4,671,1407,671,,,,
2021-04-17,PA,082035,Ficarazzi,38.089272,13.46891,,,8,60,68,0,0,599,4,671,1407,671,,,,
2021-04-18,PA,082035,Ficarazzi,38.089272,13.46891,,,8,59,67,-1,1,601,4,672,1415,672,,,,
2021-04-19,PA,082035,Ficarazzi,38.089272,13.46891,,,9,58,67,0,6,607,4,678,1433,678,,,,
2021-04-20,PA,082035,Ficarazzi,38.089272,13.46891,,,9,58,67,0,3,610,4,681,1449,681,,,,
2021-04-21,PA,082035,Ficarazzi,38.089272,13.46891,,,9,61,70,3,8,615,4,689,1461,689,,,,
2021-04-22,PA,082035,Ficarazzi,38.089272,13.46891,,,9,70,79,9,13,619,4,702,1480,702,,,,
2021-04-23,PA,082035,Ficarazzi,38.089272,13.46891,,,7,55,62,-17,2,636,6,704,1486,704,,,,
2021-04-24,PA,082035,Ficarazzi,38.089272,13.46891,,,7,54,61,-1,1,638,6,705,1488,705,,,,
2021-04-25,PA,082035,Ficarazzi,38.089272,13.46891,,,7,54,61,0,0,638,6,705,1489,705,,,,
2021-04-26,PA,082035,Ficarazzi,38.089272,13.46891,,,7,57,64,3,5,640,6,710,1505,710,,,,
2021-04-27,PA,082035,Ficarazzi,38.089272,13.46891,,,4,57,61,-3,2,642,9,712,1513,712,,,,
2021-04-28,PA,082035,Ficarazzi,38.089272,13.46891,,,4,55,59,-2,1,645,9,713,1517,713,,,,
2021-04-29,PA,082035,Ficarazzi,38.089272,13.46891,,,4,55,59,0,1,646,9,714,1518,714,,,,
2021-04-30,PA,082035,Ficarazzi,38.089272,13.46891,,,4,57,61,2,4,648,9,718,1532,718,,,,
2021-05-01,PA,082035,Ficarazzi,38.089272,13.46891,,,4,62,66,5,6,649,9,724,1546,724,,,,
2021-05-02,PA,082035,Ficarazzi,38.089272,13.46891,,,4,66,70,4,4,649,9,728,1551,728,,,,
2021-05-03,PA,082035,Ficarazzi,38.089272,13.46891,,,4,63,67,-3,0,652,9,728,1561,728,,,,
